Type,Title,Song
M,Prince Charming,"There¡¯s a black cloud overhead That¡¯s me And the poison ivy chokes the tree Again it¡¯s me I¡¯m the filthy one on Bourbon Street you walk on by I¡¯m the little boy that pushes hard and makes it cry  There¡¯s a dirty needle in your child Stick me Empty bottles still in hand, still dead Still me I¡¯m the suit and tie that bleeds the street and still wants more I¡¯m the forty-five that¡¯s in your mouth, I¡¯m a dirty, dirty whore  Look, it¡¯s me The one who can¡¯t be free Much too young to focus But too old to see  Hey, look, it¡¯s me What no one wants to see See what you brought this world Just what you want to see Hey, Ma Hey, Mom! Look, it¡¯s me  And he wants to be called ¡°Father¡± now Me again, me The marks inside your arms spell me Spell only me I¡¯m the nothing face that plants the bomb and strolls away I¡¯m the one who doesn¡¯t look quite right as children play  Look, it¡¯s me The one who can¡¯t be free Much too young to focus But too old to see  Hey, look, it¡¯s me What no one wants to see See what you brought this world Just what you want you want to see Hey, Ma Hey, Ma! Look, it¡¯s me  Look up to me, What to be and what to fear Look up to me Look, it¡¯s me. Like what you hear? See right through me See the one who can¡¯t be free See right through me Look, it¡¯s me, what no one wants to see  Now see the black cloud up ahead That¡¯s me And this poison ivy chokes the tree Again it¡¯s me And I¡¯m the filthy one on Bourbon Street you walk on by I¡¯m the little boy that pushes, pushes, makes it cry  Look, it¡¯s me The one who can¡¯t be free Much too young to focus But too old to see  Hey, look, it¡¯s me What no one wants to see See what you brought this world Just what you want to see Hey, Ma Hey, Ma! Look, it¡¯s me  Hey, Ma Hey, Ma! Look, it¡¯s me"
M,Pumping Blood,"If I pump out blood in the sunshine Oil on the wheel That is blasted and busted away  A nail or a little piece of glass A little piece of glass A little piece of glass Swarming like bees over the air Off the pump off the thing The blood that I'm pumping away  Like bees over the air Off the pump Off the thing The blood that I'm pumping away  Off the pump Off the thing The blood that I'm pumping away  If I pump blood in the sunshine And you wear a leather box with azaleas And I pump more blood And it seeps through my skin Will you adore the river The stream, the trickle The tributary of my heart  As I pump more blood And it seeps through my skin  Will you adore the river The stream, the trickle The tributary of my heart  If I'm pumping blood Like a common state worker If I waggle my ass like a dark prostitute Would you think less of me  And my coagulating heart  Waggle my ass like a dark prostitute Coagulating heart Pumping blood  Would you top me off Would you top me off as I deepen a curtsy While you yell out, mercy We grow apart Would you rip and cut me  Use a knife on me  Be shocked at the boldness The coldness of this little heart Tied up in leather Would you take the measure Of the blood that I pump In the manic confusion of love  Supreme violation Supreme violation Oh, ah, ah, ah Jack I beseech you  Oh Jack I beseech you Supreme violation  Blood in the foyer The bathroom The tea room The kitchen, with her knives splayed  I will swallow your sharpest cutter Like a colored man's dick  Blood spurting from me Oh Jack, Jack I beseech... Jack, I beseech you, I beseech... In the end it was an ordinary heart  Oh Jack I beseech you As I scream out my pain In the end it was an ordinary heart  In the end, in the end, in the end It was an ordinary heart  Jack, Jack, Jack, Jack, Jack I beseech you Supreme violation... Oh  Jack, Jack, Jack I beseech you I call out your name  Blood in the foyer, the bathroom, The tea room, the kitchen And knives splayed I swallow your sharpest cutter Like a colored man's dick Blood spurting from me Blood spurting from me  Oh Jack  Oh Jack, I beseech ya In the end it was an ordinary heart  In the end it was an ordinary heart Pumping blood"
M,Purify,"Tear it down Strip the layers off My turpentine Old paint, old looks Cover up the past White heat, white light Super white bones Bones of you and I  Pure if I... can't you help me? Pure if I... won't you help me? Purify you and I Purify you and I Pure if I... can't you help me? Pure if I... won't you help me? Purify you and I Purify you and I  Truth and dare Peeling back the skin Acid wash Ghost white Ultra clean Wanna be skeleton Clear eyes Diamond eyes Strip the past of mine My sweet turpentine  I can find the dirt on anything I can find the dirt on anything  I ain't dancing with your skeletons I ain't dancing with what might have been"
M,Rebel of Babylon,Rebel grip your bottle tight Just float away Rebel is it hard to leave What makes you stay? Go take your poison ink Sign life away Then take your dirty spoon And dig your grave  Rebel grips the bottle tight Just floats away Rebel finds it hard to leave What makes you stay? He takes the poison ink Signing life away Then takes the dirty spoon And digs his grave  Let this dark shine Let this dark shine Let it shine bright Don't let it burn out tonight Kill me one more time Stigmata Kill me one more time Neo martyr Gonna die young Gonna live forever Kill me one more time Rise up Rebel of Babylon Rise up Rise up Resurrection  Renegade fights the fight That no one wins He claims a crown of thorns To pierce the skin He climbs his crucifix And waits for dawn Thinks they'll remember him After he's gone  The rebel fights the fight That no one wins To claim a crown of thorns To pierce his skin Climbs his crucifix And waits for dawn He loses consciousness The myth lives on
M,Remember Tomorrow,"Unchain the colours before my eyes, Yesterday's sorrows, tomorrow's white lies. Scan the horizon, the clouds take me higher, I shall return from out of the fire.  Tears for remembrance, and tears for joy, Tears for somebody not this lonely boy. Out in the madness, the all seeing eye, Flickers above us, to light up the sky.  Unchain the colours before my eyes, Yesterday's sorrows, tomorrow's white lies. Scan the horizon, the clouds lift me higher, I shall return from out of the fire.  Fire, fire, fire, fire"
M,Ride the Lightning,"Guilty as charged But damn it, it ain't right There's someone else controlling me  Death in the air Strapped in the electric chair This can't be happening to me  Who made you God to say I'll take your life from you?  Flash before my eyes Now it's time to die Burning in my brain I can feel the flame  Wait for the sign To flick the switch of death It's the beginning of the end  Sweat, chilling cold As I watch death unfold Consciousness my only friend  My fingers grip with fear What am I doing here?  Flash before my eyes Now it's time to die Burning in my brain I can feel the flame  Someone help me Oh please, God help me They're trying to take it all away I don't want to die  Time moving slow The minutes seem like hours The final curtain call I see  How true is this? Just get it over with If this is true, just let it be  Wakened by horrid scream Freed from this frightening dream  Flash before my eyes Now it's time to die Burning in my brain I can feel the flame"
M,Ronnie,"Story starts, quiet town Small-town boy, big-time frown Never talks, never plays Different path, lost his way  Then streets of red... red, I¡¯m afraid... There¡¯s no confetti, no parade Nothing happens in this boring place But, oh my God, how it all did change  Now they all pray, Blood stain, wash away  He said, Lost my way This bloody day Lost my way  I heard it He said, Lost my way This bloody day Lost my way Oh, please wash away But blood stained the sun red today  I always said something¡¯s wrong With little, strange Ronnie Long Never laughed, never smiled Talked alone for miles and miles and miles  Gallows calls, son, I say Keep your smile and laugh all day Think once again in this boring place For little boys, how they soon change And they all pray, Blood stain, wash away  He said, I lost my way This bloody day Lost my way I heard it He said, I lost my way This bloody day I lost my way Oh, please wash away But blood stained the sun red today  Well, all the green things died when Ronnie moved to this place He said, Don¡¯t you dare ask why I¡¯m cursed to wear this face Now we all know why the children called him Ronnie Frown When he pulled that gun from his pocket they all fall down, down, down  He said, Lost my way This bloody day Lost my way  Yeah, yeah I heard it He screamed, Lost my way This bloody day Lost my way  Oh, please wash away But blood stained the sun red today  All things wash away And they all fall down But blood stained the sun today  All things wash away And they all fall down But blood stained the sun today"
M,Ronnie Rising Medley,"I don't wanna go Something tells me no, no, no, no But traces in the sand The lines inside my hand say go go go  Beware of a place A smile on a bright shiny face I'll never return, how do you know  Tarot woman, I don't know, I don't know, I don't know  She can take you there The entrance to the fair, my, my, my Ride the carousel Cast a magic spell, you can fly, fly, fly  Beware of a place A smile on a bright shiny face I'll never return, how do you know  Tarot woman, I don't know, I don't know, I don't know  High noon Oh I'd sell my soul for water Nine years' worth Of breakin' my back There's no sun in the shadow of the wizard See how he glides Why he's lighter than air Oh I see his face  Where is your star Is it far, is it far, is it far When do we leave I believe, I believe, yes, I believe  In the heat and the rain With whips and chains Just to see him fly So many die  We built a tower of stone With our flesh and bone Just to see him fly Don't know why  Now where do we go  Danger, danger the Queen's about to kill There's a stranger, stranger and life about to spill Oh no move away from harm I need a spell and a charm Fly like the wind I'm no pawn, so be gone, speed on and on  Kill the king Tear him down Kill the king, yeah Strike him down  Power, power happens every day Power, devour all along the way Oh no, move away from harm I need a spell and a charm And fly like the wind I'm no pawn, so be gone, speed on and on  Kill the king Strike him down  Treason, treason, the spectre looms again Treason, reason, the realm is safe and then Oh no, move away from harm I need a spell and a charm Fly like the rainbow I'm no pawn, so be gone, speed on and on  Kill the king, yeah Tear him down Kill the king, yeah Got to take his crown"
M,Sabbra Cadabra,"I feel so good, I feel so fine Love that little lady, always on my mind She gives me loving every night and day Never gonna leave her, never going away  Someone to love me, you know she makes me feel alright! Someone to need me, love me every single day!  I feel so happy since I met that girl When we're making love it's something out of this world It feels so good to know that she's all mine Gonna love that woman till the end of time  Someone to live for, I'll love her till the end of time! She makes me feel happy, it's good to know that she's all mine  I am the world that hides The universal secret of all time Destruction of the empty spaces Is my one and only crime I lived a thousand times I found out what it means to be believed The thoughts and images The unborn child never was conceived You gotta believe me! Hey! I'm talkin' to you! Well, I know its hard for you To know the reason why And I know you'll understand When it's time to die I don't believe the life you have Will be the only one You have to let your body sleep To let your soul live on, Ha Ha!!  Feel so happy since I met that girl When we're making love, it's something out of this world Feels so good to know that she's all mine Gonna love that woman till the end of time  Someone to live for, love her till the end of time! She makes me feel happy, it's good to know she's all mine, She's all mine, yeah!"
M,Sad but True,"Hey (hey) I'm your life I'm the one who takes you there Hey (hey) I'm your life I'm the one who cares They (they) They betray I'm your only true friend now They (they) They'll betray I'm forever there  I'm your dream, make you real I'm your eyes when you must steal I'm your pain when you can't feel Sad but true  I'm your dream, mind astray I'm your eyes while you're away I'm your pain while you repay You know it's sad but true Sad but true  You (you) You're my mask You're my cover, my shelter You (you) You're my mask You're the one who's blamed Do (do) Do my work Do my dirty work, scapegoat Do (do) Do my deeds For you're the one who's shamed  I'm your dream, make you real I'm your eyes when you must steal I'm your pain when you can't feel Sad but true  I'm your dream, mind astray I'm your eyes while you're away I'm your pain while you repay You know it's sad but true Sad but true  I'm your dream I'm your eyes I'm your pain  I'm your dream (I'm your dream) I'm your eyes (I'm your eyes) I'm your pain (I'm your pain) You know it's sad but true  Hate (hate) I'm your hate I'm your hate when you want love Pay (pay) Pay the price Pay, for nothing's fair  Hey (hey) I'm your life I'm the one who took you there Hey (hey) I'm your life And I no longer care  I'm your dream, make you real I'm your eyes when you must steal I'm your pain when you can't feel Sad but true  I'm your truth, telling lies I'm your reason, alibis I'm inside, open your eyes I'm you  Sad but true"
M,Seek & Destroy,"Alright  We¡¯re scanning the scene in the city tonight We¡¯re looking for you to start up a fight There¡¯s an evil feeling in our brains But it¡¯s nothing new, you know it drives us insane  Running On our way Hiding You will pay Dying One thousand deaths Running On our way Hiding You will pay Dying One thousand deaths  Searching Seek and destroy Searching Seek and destroy Searching Seek and destroy Searching Seek and destroy  There is no escape and that¡¯s for sure This is the end, we won't take any more Say goodbye to the world you live in You¡¯ve always been taking but now you¡¯re giving  Running On our way Hiding You will pay Dying One thousand deaths Running On our way Hiding You will pay Dying One thousand deaths  Searching Seek and destroy Searching Seek and destroy Searching Seek and destroy Searching Seek and destroy  Our brains are on fire with the feeling to kill And it won't go away until our dreams are fulfilled There is only one thing on our minds Don¡¯t try running away ¡®cause you¡¯re the one we will find  Running On our way Hiding You will pay Dying One thousand deaths Running On our way Hiding You will pay Dying One thousand deaths  Searching Seek and destroy Searching Seek and destroy Searching Seek and destroy Searching Seek and destroy"
M,Shoot Me Again,"I won't go away Right here I'll stay  Stand silent in flames Stand tall 'till it fades  Shoot me again I ain't dead yet  Shoot me again  All these shots I take I spit back at you All the shit you fake Comes back to haunt you  All the shots  All the shots I take What difference did I make? All the shots I take I spit back at you  I won't go away, with a bullet in my back Right here I'll stay, with a bullet in my back  Shoot me take a shot  I'll stand on my own, with a bullet in my back I'm stranded and sold, with a bullet in my back  I bite my tongue Trying not to shoot back No compromise My heart won't pump the other way  Wake the sleeping giant Wake the beast Wake the sleeping dog No, Let him sleep"
M,The Shortest Straw,"Suspicion is your name Your honesty to blame Put dignity to shame Dishonor Witchhunt, modern day Determining decay The blatant disarray Disfigure The public eye¡¯s disgrace Defying common place Unending paper chase Unending  Deafening Painstaking Reckoning This vertigo it doth bring  Shortest straw Challenge liberty Downed by law Live in infamy Rub you raw Witchhunt riding through Shortest straw The shortest straw has been pulled for you  Pulled for you Shortest straw Pulled for you Shortest straw Pulled for you Shortest straw The shortest straw has been pulled for you  The accusations fly Discrimination, why? Your inner self to die Intruding Doubt sunk itself in you Its teeth and talons through You¡¯re living Catch-22 Deluding A mass hysteria A megalomania Reveal dementia Reveal  Secretly Silently Certainly In vertigo you will be  Shortest straw Challenge liberty Downed by law Live in infamy Rub you raw Witchhunt riding through Shortest straw This shortest straw has been pulled for you  Pulled for you Shortest straw Pulled for you Shortest straw Pulled for you Shortest straw Shortest straw has been pulled for you Shortest straw Pulled for you Shortest straw Pulled for you Shortest straw Pulled for you Shortest straw Shortest straw has been pulled for you  Behind you, hands are tied Your being, ostracized Your hell is multiplied Upending The fallout has begun Oppressive damage done Your many turned to none To nothing You¡¯re reaching your nadir Your will has disappeared The lie is crystal clear Defending  Channels red One word said Blacklisted With vertigo make you dead  Shortest straw Challenge liberty Downed by law Live in infamy Rub you raw Witchhunt riding through Shortest straw The shortest straw has been pulled for you Pulled for you"
M,Slither,"Don't go looking for snakes you might find them Don't send your eyes to the sun you might blind them Haven't I seen you here before ?  Ohhh, watch the puppets dancin' Yeah, see the clowns fall down Hey, tie your tap shoes tightly Yeah, and wear them into town  See you crawlin'... See you crawlin' in...  Don't go looking for snakes you might find them Don't send your eyes to the sun you might blind them Haven't I seen you here before ? There ain't no heroes here...no....no more  Hey hey hey Oooh, play the game so nicely Oh, check, its your move now Yeah, we're standing in this jungle Yeah, with serpents I have found  See you crawlin'... See you crawlin' in...  Don't go looking for snakes you might find them Don't send your eyes to the sun you might blind them Haven't I seen you here before ? Have your heroes disappeared?  See you crawlin'.... See you crawlin' in....  So don't go looking for snakes you might find them Don't send your eyes to the sun you might blind them Haven't I seen you here before ? No there ain't no heroes here.......no no  Haven't I seen you here before ? No there ain't no heroes here.  Don't go looking for snakes you might find them... Haven't I seen you here before? Have your heroes disappeared?  Don't send your eyes to the sun you might blind them..."
M,The Small Hours,"Look out at the darkness, and you will see. Just call my name and I'll be there. You cannot touch me, you would not dare. I am the chill that's in the air.  And I try to get through to you, in my own special way, As the barriers crumble at the end of the day.  Dark rivers are flowing back into the past. You are the fish for which I cast. And what of the future, what is to be. As the rivers flow into the sea.  And I try to get through to you, in my own special way, As the barriers crumble at the end of the day.  Do not take for granted, powers out there. Don't step into the demon's lair. Time is an illusion, rising from time. Steep is the mountain which we climb.  And I try to get through to you, in my own special way, As the barriers crumble at the end of the day."
M,So What?,"So fucking what!  Well, I've been to Hastings and I've been to Brighton I've been to Eastbourne too So what, so what And I've been here, I've been there I've been every fucking where So what, so what So what, so what, you boring little cunt  But who cares, who cares what you do Yeah, who cares, who cares about you, you, you, you, you  Well, I've fucked a queen, I've fucked Bach I've even sucked an old man's cock So what, so what And I've fucked a sheep, I've fucked a goat I rammed my cock right down its throat So what, so what So what, so what, you boring little fuck  But who cares, who cares what you do And, who cares, who cares about you, you, you, you, you  And I've drunk that, I've drunk this I've spewed up on a pint of piss So what, so what I've had skank, I've have speed I've jacked up until I bleed So what, so what So what, so what, you boring little cunt  But who cares, who cares what you do Yeah, who cares, who cares about you, you, you, you, you, you  I've had crabs, I've had lice I've had the clap and that ain't nice So what, so what I've fucked this, I've fucked that I've even fucked a school girl's twat So what, so what So what, so what, you boring little fuck  Well, who cares, who cares what you do And, who cares, who cares about you, you, you, you, you, you  So fucking what! Yeah!"
M,Some Kind of Monster,"These are the eyes that can't see me These are the hands that drop your trust These are the boots that kick you around This is the tongue that speaks on the inside These are the ears that ring with hate This is the face that I'll never change This is the fist that grinds you down This is the voice of silence no more  These are the legs that in circles run This is the beating you'll never know These are the lips that taste no freedom This is the feel that's not so safe This is the face you'll never change This is the god that ain't so pure This is the god that is not pure This is the voice of silence no more  We the people Are we the people? We the people Are we the people?  Some kind of monster Some kind of monster Some kind of monster This monster lives  This is the face that stones you cold This is the moment that needs to breathe These are the claws that scratch these wounds This is the pain that never leaves This is the tongue that whips you down This is the burden of every man These are the screams that pierce your skin This is the voice of silence no more  Yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah  This is the test of flesh and soul This is the trap that smells so good This is the flood that drains these eyes These are the looks that chill to the bone These are the fears that swing over head These are the weights that hold you down This is the end that will never end This is the voice of silence no more  We the people Are we the people? We the people Are we the people?  Some kind of monster Some kind of monster Some kind of monster This monster lives  This is the cloud that swallows trust This is the black that uncolors us This is the face that you hide from This is the mask that comes undone  Ominous, I'm in us I'm in us I'm in us I'm in us  This is the cloud that swallows trust This is the black that uncolors us This is the face that you hide from This is the mask that comes undone  Ominous, I'm in us I'm in us I'm in us I'm in us  Are we the people?  Some kind of monster Some kind of monster Some kind of monster This monster lives"
M,Spit Out the Bone,"Come unto me and you will feel perfection Come unto me and dedicate Come unto me, you'll never feel rejection Come unto me and terminate Remove your heart, it's only good for bleeding Bleeding through your fragile skin Remove your thought cause it's only for deceiving Deceiving thoughts destroy within Disappear like man was never here  Long live machine The future supreme Man overthrown Spit out the bone  Plug into me I guarantee devotion Plug into me and dedicate Plug into me and I'll save you from emotion Plug into me and terminate Accelerate, Utopian solution Finally cure the Earth of man Exterminate, speeding up the evolution Set on course a master plan Reinvent the earth inhabitant  Long live machine The future supreme Man overthrown Spit out the bone  The flesh betrays the flesh Your man has had his time We lay him down to rest Machined the new divine  Stop breathing And dedicate to me Stop dreaming And terminate for me All meaning You dedicate to me All feelings You terminate for me  Disappear like man was never here  Long live machine Our future supreme Your man overthrown Spit out the bone, yeah"
M,St. Anger,"Saint Anger 'round my neck Saint Anger 'round my neck He never gets respect Saint Anger 'round my neck  You flush it out, You flush it out Saint Anger 'round my neck You flush it out, You flush it out He never gets respect  You flush it out, You flush it out Saint Anger 'round my neck You flush it out, You flush it out He never gets respect  Fuck it all and no regrets I hit the lights on these dark sets I need a voice to let myself To let myself go free Fuck it all and fuckin' no regrets I hit the lights on these dark sets Medallion noose, I hang myself Saint Anger 'round my neck  I feel my world shake Like an earth quake Hard to see clear Is it me? Is it fear?  I'm madly in anger with you I'm madly in anger with you I'm madly in anger with you I'm madly in anger with you  Saint Anger 'round my neck Saint Anger 'round my neck He never gets respect Saint Anger 'round my neck  You flush it out, You flush it out Saint Anger 'round my neck You flush it out, You flush it out He never gets respect  You flush it out, You flush it out Saint Anger 'round my neck You flush it out, You flush it out He never gets respect  Fuck it all and no regrets I hit the lights on these dark sets I need a voice to let myself To let myself go free Fuck it all and fuckin' no regrets I hit the lights on these dark sets Medallion noose, I hang myself Saint Anger 'round my neck  I feel my world shake Like an earth quake Hard to see clear Is it me? Is it fear?  I'm madly in anger with you I'm madly in anger with you I'm madly in anger with you I'm madly in anger with you  And I want my anger to be healthy And I want my anger just for me And I need my anger not to control And I want my anger to be me  And I need to set my anger free And I need to set my anger free And I need to set my anger free And I need to set my anger free  Set it free!  Fuck it all and no regrets I hit the lights on these dark sets I need a voice to let myself To let myself go free Fuck it all and fuckin' no regrets I hit the lights on these dark sets Medallion noose, I hang myself Saint Anger 'round my neck  I feel my world shake Like an earth quake Hard to see clear Is it me? Is it fear?  I'm madly in anger with you I'm madly in anger with you I'm madly in anger with you I'm madly in anger with you I'm madly in anger with you I'm madly in anger with you I'm madly in anger with you I'm madly in anger with you"
M,Stone Cold Crazy,"Sleeping very soundly on a Saturday morning, I was dreaming I was Al Capone. Rumours going round, gotta clear out of town, Smell like a dry fishbone. Here come the law, gonna break down the door, Carry me away once more. Never, never, never want it anymore, Gotta get away from this stone cold floor. Crazy, stone cold crazy, you know.  Rainy afternoon, ought to kill a typhoon, And she's playing on my slide trombone. Anymore, anymore, cannot take it anymore, Gotta get away from this stone cold floor. Crazy, stone cold crazy, you know.  Walking down the street, shooting people that I meet, Fully loaded Tommy gun. Here come the deputy, try fucking getting me, Gotta fucking get up and run. They got the sirens loose, I ran right out of juice. They're gonna put me in a cell, If I can't go to heaven, let me go to hell. Crazy, stone cold crazy, you know, yeah."
M,Stone Dead Forever,Get on!  You think you see me In the glass You think you hear me Better listen fast I think I see you Gone to seed Think your reason Is your guilt and greed  You're out there on your own Your face turned to stone What ever happened to your life? Stone dead forever All right  You're a financial wizard Yeah a top tycoon You're Sweet long lizard With a silver spoon You know you've never had it Quite so good And you didn't know That you even could  Your time has come to own Your touch turned to gold What ever happened to your life? Stone dead forever All right  Financial wizard A top tycoon Sweet lounge lizard With a silver spoon You've never had it Quite so good And you didn't know That you even could  But your time has turned to gold Your touch is turned to gold What ever happened to your life? Stone dead forever  It's been a long time It's been a long long wait And you caught your fingers In the pearly gates You better leave your number And we'll call you You know your problem Ain't exactly new  Your time has come today Your face has turned to hey What ever happened to your life? Stone dead forever That's right  Yo  Ah
M,The Struggle Within,"Reaching out for something you've got to feel While clutching to what you had thought was real  Kicking at a dead horse pleases you No way of showing your gratitude So many things you don't want to do What is it? What have you got to lose?  What the hell? What is it you think you're going to find? Hypocrite Boredom sets into the boring mind  Struggle within, it suits you fine Struggle within, your ruin Struggle within, you seal your own coffin Struggle within, the struggling within  Home is not a home, it becomes a hell Turning it into your prison cell Advantages are taken, not handed out While you struggle inside your hell  Reaching out Grabbing for something you've got to feel Closing in The pressure upon you is so unreal  Struggle within, it suits you fine Struggle within, your ruin Struggle within, you seal your own coffin Struggle within, the struggling within  Struggle  Reaching out for something you've got to feel While clutching to what you had thought was real  What the hell? What is it you think you're going to find? Hypocrite Boredom sets into the boring mind  Struggle within, it suits you fine Struggle within, your ruin Struggle within, you seal your own coffin Struggle within, the struggling within"
M,Sweet Amber,"Wash your back so you won't stab mine Get in bed with your own kind Live your life so you don't see mine Drape your back so you won't shine  Wash your back so you won't stab mine Get in bed with your own kind Live your life so you don't see mine Drape your back so you won't shine  Oh then she holds my hand And I lie to get a smile  Oh then she holds my hand And I lie to get a smile  Using what I want To get what you want  Using what I want To get what you want  Using what I want To get what you want  Using what I want To get what you want  Oh Sweet Amber How sweet are you? How sweet does it get? How sweet are you? How sweet does it get?  Chase the rabbit, fetch the stick She rolls me over 'til I'm sick She deals in habits, deals in pain I run away but I'm back again  Chase the rabbit, fetch the stick She rolls me over 'til I'm sick She deals in habits, deals in pain I run away but I'm back again  Oh then she holds my hand And I lie to get a smile And she squeezes tighter I still lie to get a smile  Using what I want To get what you want  Using what I want To get what you want  Using what I want To get what you want  Using what I want To get what you want  Oh Sweet Amber How sweet are you? How sweet does it get? How sweet are you? How sweet does it get?  She holds the pen that spells the end She traces me and draws me in  She holds the pen that spells the end She traces me and draws me in  Ooh Sweet Amber Ooh Sweet Amber  How sweet are you? How sweet does it get? How sweet are you? How sweet does it get?  (It's never as sweet as it seems)"
M,That Was Just Your Life,"Like a siren in my head that always threatens to repeat Like a blind man that is strapped into the speeding driver¡¯s seat Like a face that learns to speak When all it knew was how to bite  Like a misery that keeps me focused though I've gone astray Like an endless nightmare that I must awaken from each day Like conviction A premonition Not worthy of, so I deny¡­I deny  I blind my eyes and try to force it all into place I stitch them up, see not my fall from grace I blind my eyes, I hide and feel it passing me by I open just in time to say goodbye  Almost like your life Almost like your endless fight Curse the day is long Realize you don't belong Disconnect somehow Never stop the bleeding now Almost like your fight And there it went Almost like your life  Like a wound that keeps on bleeding to remind me not to think Like a raging river drowning when I only need a drink Like a poison that I swallow but I want the world to die  Like a release from prison that I didn't know I was in Like a fight to live the past I prayed to leave From way back then Like a general without a mission Until the war will start again¡­start again  I blind my eyes and try to force it all into place I stitch them up, see not my fall from grace I blind my eyes, I hide and feel it passing me by I open just in time to say goodbye  Almost like your life Almost like your endless fight Curse the day is long Realize you don't belong Disconnect somehow Never stop the bleeding now Almost like your fight And there it went Almost like your life  Like a touch from hell to feel how hot That it can get if you get caught Like a strike from heaven turns that key And brings you straight down to your knees  Like a touch from hell to feel how hot That it can get if I get caught Like a strike from heaven to reprieve That brings you straight down to your knees  Almost like your life Almost like your endless fight Curse the day is long Realize you don't belong Disconnect somehow Never stop the bleeding now Almost like your fight And there it went Almost like your life That was just your life"
M,The Thing That Should Not Be,"Messenger of fear in sight Dark deception kills the light  Hybrid children watch the sea Pray for father, roaming free  Fearless wretch Insanity He watches Lurking beneath the sea Great old one Forbidden site He searches Hunter of the shadows is rising Immortal In madness you dwell  Crawling chaos, underground Cult has summoned, twisted sound  Out from ruins once possessed Fallen city, living death  Fearless wretch Insanity He watches Lurking beneath the sea Timeless sleep Has been upset He awakens Hunter of the shadows is rising Immortal In madness you dwell  Not dead which eternal lie Stranger eons death may die  Drain you of your sanity Face the thing that should not be  Fearless wretch Insanity He watches Lurking beneath the sea Great old one Forbidden site He searches Hunter of the shadows is rising Immortal In madness you dwell"
N,About a Girl,"I need an easy friend I do, with an ear to lend I do think you fit this shoe I do, but you have a clue  I'll take advantage while You hang me out to dry But I can't see you every night Free (I do)  I'm standing in your line I do hope you have the time I do pick a number too I do keep a date with you  I'll take advantage while You hang me out to dry But I can't see you every night Free  I need an easy friend I do, with an ear to lend I do think you fit this shoe I do, but you have a clue  I'll take advantage while You hang me out to dry But I can't see you every night No, I can't see you every night Free  I do I do I do I do"
N,Aero Zeppelin,"What's a season in a right, if you can't have anything? What's the reason in a rhyme, if a plan means anything? What's the meaning in a crime? It's a fan if anything Where's the meaning in a line? It's a brand, it's a brand How a culture comes again, it's a plan of yesterday And you swear it's not a trend, doesn't matter anyway They're only here to talk to friends, nothing new is everyday You could shit upon the stage, they'll be fans They'll be fans, they'll be fans They'll be fans  All the kids will eat it up, if it's packaged properly! Steal a sound and imitate, keep a format equally Not an ode, just the facts, where our world is nowadays An idea is what we lack, it doesn't matter anyways!  All the kids will eat it up, if it's packaged properly Steal a sound and imitate, keep a format equally Not an ode, just the facts, where our world is nowadays An idea is what we lack, it doesn't matter anyways!  Hey Hey Hey Hey Hey Hey"
N,Ain't It a Shame,"Ain't it a shame to go fishin' on a Sunday Ain't it a shame? Ain't it a shame to go fishin' on a Sunday Ain't it a shame? Ain't it a shame to go fishin' on a Sunday When you got Monday, Tuesday, Wednesday Oh, Thursday, Friday, Saturday Ain't it a shame?  Ain't it a shame to have a drink on a Sunday Ain't it a shame? Ain't it a shame to have a drink on a Sunday Ain't it a shame? Ain't it a shame to have a drink on a Sunday When you got Monday, Tuesday, Wednesday Oh, Thursday, Friday, Saturday Ain't it a shame?  Ain't it a shame to beat your wife on a Sunday Ain't it a shame? Ain't it a shame to beat your wife on a Sunday Ain't it a shame? Ain't it a shame to beat your wife on a Sunday When you got Monday, Tuesday, Wednesday Oh, Thursday, Friday, Saturday Ain't it a shame?  Ain't it a shame to go fishin' on a Sunday Ain't it a shame? Ain't it a shame to go fishin' on a Sunday Ain't it a shame? Ain't it a shame to go fishin' on a Sunday When you got Monday, Tuesday, Wednesday Oh, Thursday, Friday, Saturday Ain't it a shame?  Ain't it a shame? Ain't it a shame? Ain't it a shame? Ain't it a shame? Ain't it a shame? Shame! Shame! Shame!"
N,All Apologies,"What else should I be? All apologies What else could I say? Everyone is gay What else could I write? I don't have the right What else should I be? All apologies  In the sun, in the sun, I feel as one In the sun, in the sun Married, buried  I wish I was like you, easily amused Find my nest to salt, everything's my fault I'll take all the blame, aqua seafoam shame Sunburn, freezer burn, choking on the ashes of her enemy  In the sun, in the sun, I feel as one In the sun, in the sun Married, buried Married, buried Yeah, yeah, yeah, yeah  All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are"
